"User_ID","UTC_Time","Account","Operation","Coin","Change","Remark"
"26289805","2022-07-07 08:21:14","Spot","Fiat Deposit","EUR","500.00000000",""
"26289805","2022-07-07 09:31:01","Spot","Transaction Spend","EUR","-12.08480000",""
"26289805","2022-07-07 09:31:01","Spot","Transaction Fee","BNB","-0.00003900",""
"26289805","2022-07-07 09:31:01","Spot","Transaction Buy","BNB","0.05200000",""
"26289805","2022-07-07 09:31:07","Spot","Transaction Buy","BNB","0.01200000",""
"26289805","2022-07-07 09:31:07","Spot","Transaction Spend","EUR","-2.78880000",""
"26289805","2022-07-07 09:31:07","Spot","Transaction Fee","BNB","-0.00000900",""
"26289805","2022-07-14 09:43:40","Spot","Transaction Buy","BTC","0.00507000",""
"26289805","2022-07-14 09:43:40","Spot","Transaction Spend","EUR","-99.97091910",""
"26289805","2022-07-21 15:31:30","Spot","Transaction Spend","EUR","-85.09605120",""
"26289805","2022-07-21 15:31:30","Spot","Transaction Buy","BTC","0.00384000",""
"26289805","2022-07-23 10:38:24","Spot","Transaction Spend","EUR","-99.88000000",""
"26289805","2022-07-23 10:38:24","Spot","Transaction Buy","BTC","0.00454000",""
"26289805","2022-08-09 14:13:47","Spot","Transaction Buy","BTC","0.00221000",""
"26289805","2022-08-09 14:13:47","Spot","Transaction Spend","EUR","-0.22482200",""
"26289805","2022-08-09 14:13:47","Spot","Transaction Spend","EUR","-49.71695560",""
"26289805","2022-08-09 14:13:47","Spot","Transaction Buy","BTC","0.00001000",""
"26289805","2022-08-09 14:14:20","Spot","Transaction Buy","ETH","0.03030000",""
"26289805","2022-08-09 14:14:20","Spot","Transaction Fee","BNB","-0.00012145",""
"26289805","2022-08-09 14:14:20","Spot","Transaction Spend","EUR","-49.89440400",""
"26289805","2022-08-17 09:53:14","Spot","Fiat Deposit","EUR","1500.00000000",""
"26289805","2022-08-19 01:29:23","Spot","Transaction Spend","EUR","-49.94600000",""
"26289805","2022-08-19 01:29:23","Spot","Transaction Buy","BTC","0.00221000",""
"26289805","2022-08-19 06:38:07","Spot","Transaction Fee","BNB","-0.00013392",""
"26289805","2022-08-19 06:38:07","Spot","Transaction Buy","ETH","0.02850000",""
"26289805","2022-08-19 06:38:07","Spot","Transaction Spend","EUR","-49.87500000",""
"26289805","2022-08-26 06:47:30","Spot","Transaction Buy","BTC","0.00232000",""
"26289805","2022-08-26 06:47:30","Spot","Transaction Spend","EUR","-49.93593520",""
"26289805","2022-08-26 06:48:10","Spot","Transaction Fee","BNB","-0.00012562",""
"26289805","2022-08-26 06:48:10","Spot","Transaction Buy","ETH","0.02990000",""
"26289805","2022-08-26 06:48:10","Spot","Transaction Spend","EUR","-49.90011000",""
"26289805","2022-08-27 02:02:46","Spot","Cashback Voucher","USDT","0.03723376",""
"26289805","2022-09-02 06:25:04","Spot","Transaction Spend","EUR","-50.37750000",""
"26289805","2022-09-02 06:25:04","Spot","Transaction Buy","BTC","0.00250000",""
"26289805","2022-09-02 06:25:12","Spot","Transaction Fee","BNB","-0.00013491",""
"26289805","2022-09-02 06:25:12","Spot","Transaction Buy","ETH","0.03150000",""
"26289805","2022-09-02 06:25:12","Spot","Transaction Spend","EUR","-50.05350000",""
"26289805","2022-09-07 06:27:31","Spot","Transaction Spend","EUR","-49.88750000",""
"26289805","2022-09-07 06:27:31","Spot","Transaction Buy","ETH","0.03250000",""
"26289805","2022-09-07 06:27:31","Spot","Transaction Fee","BNB","-0.00014024",""
"26289805","2022-09-07 06:29:15","Spot","Transaction Spend","EUR","-49.94370000",""
"26289805","2022-09-07 06:29:15","Spot","Transaction Buy","BTC","0.00263000",""
"26289805","2022-09-13 20:18:19","Spot","Transaction Buy","BTC","0.00245000",""
"26289805","2022-09-13 20:18:19","Spot","Transaction Spend","EUR","-49.81967200",""
"26289805","2022-09-13 20:18:34","Spot","Transaction Spend","EUR","-49.88984000",""
"26289805","2022-09-13 20:18:34","Spot","Transaction Buy","ETH","0.03080000",""
"26289805","2022-09-13 20:18:34","Spot","Transaction Fee","BNB","-0.00013329",""
"26289805","2022-09-15 17:04:41","Spot","Transaction Spend","EUR","-99.97284000",""
"26289805","2022-09-15 17:04:41","Spot","Transaction Fee","BNB","-0.00027545",""
"26289805","2022-09-15 17:04:41","Spot","Transaction Buy","ETH","0.06600000",""
"26289805","2022-09-19 07:45:49","Spot","Airdrop Assets","ETHW","0.18350000",""
"26289805","2022-09-22 05:34:30","Spot","Transaction Spend","EUR","-82.72647300",""
"26289805","2022-09-22 05:34:30","Spot","Transaction Buy","BTC","0.00090000",""
"26289805","2022-09-22 05:34:30","Spot","Transaction Spend","EUR","-17.11602900",""
