Symbol,TokenAddress,TimeStamp,MovementType,Quantity,Countervalue,SymbolCountervalue,SourceCountervalue,SourceSymbolCountervalue
USDT,,2023-11-03 06:08:35,DEBIT,-99.975232,-94.05007714016933207902163687676387581,EUR,,
BTC,,2023-11-03 06:08:47,CREDIT,0.00602,195.728718720602069614299153339604891816,EUR,,
BNB,,2023-11-03 06:08:47,EXCHANGE_FEE,-0.0006764,-0.146816342427093132643461900282220132,EUR,,
USDT,,2023-11-03 06:08:47,DEBIT,-208.0211,-195.692474129821260583254938852304797715,EUR,,
USDT,,2023-11-04 03:15:08,EARN,0.09589,0,EUR,0,USD
USDT,,2023-11-05 02:22:34,EARN,0.09589,0,EUR,0,USD
BTC,,2023-11-05 02:30:55,EARN,0.00000004,0,EUR,0,USD
SOL,,2023-11-05 19:39:00,EARN,0.00011893,0,EUR,0,USD
BTC,,2023-11-05 19:39:00,EARN,0.00000003,0,EUR,0,USD
USDT,,2023-11-05 19:40:04,CREDIT,210.8234702,196.86034857294776119402985074626865666,EUR,,
BNB,,2023-11-05 19:40:04,EXCHANGE_FEE,-0.00065015,-0.147472457089552238805970149253731343,EUR,,
BTC,,2023-11-05 19:40:04,DEBIT,-0.00602,-196.795597014925373134328358208955223881,EUR,,
USDT,,2023-11-05 19:40:24,CREDIT,52288,48.824895522388059701492537313432835807,EUR,,
BNB,,2023-11-05 19:40:24,EXCHANGE_FEE,-0.00016111,-0.036544316791044776119402985074626866,EUR,,
SOL,,2023-11-05 19:40:24,DEBIT,-1.28,-48.823880597014925373134328358208955224,EUR,,
USDT,,2023-11-05 19:40:44,CREDIT,104.855322,97.910613173507462686567164179104477584,EUR,,
BNB,,2023-11-05 19:40:44,EXCHANGE_FEE,-0.00032308,-0.073283705970149253731343283582089552,EUR,,
WBETH,,2023-11-05 19:40:44,DEBIT,-0.0544,-97.821044776119402985074626865671641791,EUR,,
USDT,,2023-11-06 02:34:09,EARN,0.02055,0,EUR,0,USD
USDT,,2023-11-07 02:31:55,EARN,0.09589,0,EUR,0,USD
BTC,,2023-11-07 17:37:22,CREDIT,0.00057,18.57973495782567947516401124648547329,EUR,,
BNB,,2023-11-07 17:37:22,EXCHANGE_FEE,-0.00006109,-0.013929321555763823805060918462980319,EUR,,
USDT,,2023-11-07 17:37:22,DEBIT,-19.8106008,-18.566636176194939081537019681349578264,EUR,,
USDT,,2023-11-08 02:23:49,EARN,0.09589,0,EUR,0,USD
BTC,,2023-11-08 19:32:00,LOAN,0.00283873,94.390213277196261682242990654205607477,EUR,,
USDT,,2023-11-08 19:32:22,CREDIT,99.9776644,93.437069532710280373831775700934579429,EUR,,
BTC,,2023-11-08 19:32:22,DEBIT,-0.00281,-93.43491607476635514018691588785046729,EUR,,
USDT,,2023-11-08 19:32:22,EXCHANGE_FEE,-0.09997766,-0.093437065420560747663551401869158878,EUR,,
BTC,,2023-11-08 19:38:00,LOAN,0.01132025,376.891536850467289719626168224299065421,EUR,,
USDT,,2023-11-08 19:38:24,CREDIT,399.7544223,373.602263831775700934579439252336448557,EUR,,
BTC,,2023-11-08 19:38:24,DEBIT,-0.01123,-373.886792149532710280373831775700934579,EUR,,
USDT,,2023-11-08 19:38:24,EXCHANGE_FEE,-0.39975442,-0.373602261682242990654205607476635514,EUR,,
BTC,,2023-11-08 19:39:00,LOAN,0.01406283,468.201816317383177570093457943925233645,EUR,,
USDT,,2023-11-08 19:39:04,CREDIT,499.9080996,467.203831401869158878504672897196261631,EUR,,
BTC,,2023-11-08 19:39:04,DEBIT,-0.01404,-467.441724112149532710280373831775700935,EUR,,
USDT,,2023-11-08 19:39:04,EXCHANGE_FEE,-0.4999081,-0.467203831775700934579439252336448598,EUR,,
BTC,,2023-11-08 20:37:44,LOAN_REPAYMENT,-0.00014181,-4.706721611775700934579439252336448598,EUR,,
BNB,,2023-11-08 20:39:11,CREDIT,0.00001509,0.003469994859813084112149532710280374,EUR,,
USDT,,2023-11-08 20:39:11,DEBIT,-0.00378774,-0.003539943925233644859813084112149533,EUR,,
BNB,,2023-11-08 20:39:13,LOAN_REPAYMENT,-0.00001509,-0.003469994859813084112149532710280374,EUR,,
BTC,,2023-11-08 20:40:33,CREDIT,0.02808,932.646495700934579439252336448598130841,EUR,,
BTC,,2023-11-08 20:40:33,CREDIT,0.00002808,0.932646495700934579439252336448598131,EUR,,
BTC,,2023-11-08 20:40:33,EXCHANGE_FEE,-0.00002808,-0.932646495700934579439252336448598131,EUR,,
USDT,,2023-11-08 20:40:33,DEBIT,-1.01684051,-0.95031823364485981308411214953271028,EUR,,
USDT,,2023-11-08 20:40:33,DEBIT,-997.7826456,-932.507145420560747663551401869158878402,EUR,,
BTC,,2023-11-08 20:40:35,LOAN_REPAYMENT,-0.02808,-932.646495700934579439252336448598130841,EUR,,
BTC,,2023-11-08 20:49:00,LOAN,0.2,6649.957009345794392523364485981308411215,EUR,,
USDT,,2023-11-08 20:52:09,CREDIT,7116.22,6644.463118580765639589169000933706818625,EUR,,
BTC,,2023-11-08 20:52:09,DEBIT,-0.2,-6649.617180205415499533146591970121381886,EUR,,
USDT,,2023-11-08 20:52:09,EXCHANGE_FEE,-7.11622,-6.644463118580765639589169000933706819,EUR,,
BTC,,2023-11-08 23:10:00,LOAN,0.05618,1877.602805981308411214953271028037383178,EUR,,
USDT,,2023-11-08 23:10:04,CREDIT,2007.9898768,1874.873834547152194211017740429505136111,EUR,,
BTC,,2023-11-08 23:10:04,DEBIT,-0.05618,-1877.602805981308411214953271028037383178,EUR,,
USDT,,2023-11-08 23:10:04,EXCHANGE_FEE,-2.00798988,-1.874873837535014005602240896358543418,EUR,,
BTC,,2023-11-08 23:45:49,CREDIT,0.25618,8620.942116977611940298507462686567164179,EUR,,
BTC,,2023-11-08 23:45:49,EXCHANGE_FEE,-0.00025618,-8.620942116977611940298507462686567164,EUR,,
USDT,,2023-11-08 23:45:49,DEBIT,-9223.0418,-8612.187352425373134328358208955223878119,EUR,,
BTC,,2023-11-08 23:46:00,LOAN_REPAYMENT,-0.05612382,-1888.67282224869402985074626865671641791,EUR,,
USDT,,2023-11-09 02:21:47,EARN,0.09589,0,EUR,0,USD
BTC,,2023-11-09 06:06:33,CREDIT,0.00025618,8.771375750467289719626168224299065421,EUR,,
USDT,,2023-11-09 06:06:33,DEBIT,-9.56462565,-8.947841379112149532710280373831775697,EUR,,
BTC,,2023-11-09 06:06:35,LOAN_REPAYMENT,-0.20005618,-6849.745983227102803738317757009345794392,EUR,,
BNB,,2023-11-09 06:08:06,CREDIT,0.00044982,0.104824875700934579439252336448598131,EUR,,
USDT,,2023-11-09 06:08:06,DEBIT,-0.11427163,-0.106795915887850467289719626168224299,EUR,,
BNB,,2023-11-09 06:08:08,LOAN_REPAYMENT,-0.00044982,-0.104824875700934579439252336448598131,EUR,,
USDT,,2023-11-10 03:14:21,EARN,0.09589,0,EUR,0,USD
USDT,,2023-11-11 02:21:51,EARN,0.09589,0,EUR,0,USD
BTC,,2023-11-11 09:03:00,LOAN,0.22,7625.713402061855670103092783505154639175,EUR,,
BTC,,2023-11-11 09:06:48,LOAN_REPAYMENT,-0.22,-7623.727835051546391752577319587628865979,EUR,,
BTC,,2023-11-11 09:07:00,LOAN,0.22,7623.727835051546391752577319587628865979,EUR,,
USDT,,2023-11-11 09:07:45,CREDIT,8127.7966,7625.046294845360824742268041237113401727,EUR,,
BTC,,2023-11-11 09:07:45,DEBIT,-0.22,-7622.294845360824742268041237113402061856,EUR,,
USDT,,2023-11-11 09:07:45,EXCHANGE_FEE,-8.1277966,-7.625046294845360824742268041237113402,EUR,,
USDT,,2023-11-12 02:26:52,EARN,0.09589,0,EUR,0,USD
USDT,,2023-11-13 02:23:50,EARN,0.02055,0,EUR,0,USD
USDT,,2023-11-14 02:26:14,EARN,0.09589,0,EUR,0,USD
USDT,,2023-11-15 02:22:03,EARN,0.09589,0,EUR,0,USD
BTC,,2023-11-15 11:19:23,CREDIT,0.22,7297.06341013824884792626728110599078341,EUR,,
BNB,,2023-11-15 11:19:23,EXCHANGE_FEE,-0.02412631,-5.472781029677419354838709677419354839,EUR,,
USDT,,2023-11-15 11:19:23,DEBIT,-7919.0584,-7298.671336405529953917050691244239631446,EUR,,
BTC,,2023-11-15 11:19:26,LOAN_REPAYMENT,-0.22,-7297.06341013824884792626728110599078341,EUR,,
BNB,,2023-11-15 12:09:49,LOAN_REPAYMENT,-0.00485941,-1.110236472559852670349907918968692449,EUR,,
BTC,,2023-11-15 17:26:00,LOAN,0.24,8057.37785977859778597785977859778597786,EUR,,
USDT,,2023-11-15 17:26:45,CREDIT,8731464,8054.856088560885608856088560885608854123,EUR,,
BNB,,2023-11-15 17:26:45,EXCHANGE_FEE,-0.02597616,-6.030778529032258064516129032258064516,EUR,,
BTC,,2023-11-15 17:26:45,DEBIT,-0.24,-8057.37785977859778597785977859778597786,EUR,,
BTC,,2023-11-15 18:11:56,CREDIT,0.24,8149.528073394495412844036697247706422018,EUR,,
BNB,,2023-11-15 18:11:56,EXCHANGE_FEE,-0.02616263,-6.103333537981651376146788990825688073,EUR,,
USDT,,2023-11-15 18:11:56,DEBIT,-8831.6713146,-8147.929019276129032258064516129032261198,EUR,,
BTC,,2023-11-15 18:11:59,LOAN_REPAYMENT,-0.24,-8149.528073394495412844036697247706422018,EUR,,
BNB,,2023-11-15 18:56:45,LOAN_REPAYMENT,-0.00010183,-0.023822959409594095940959409594095941,EUR,,
USDT,,2023-11-16 05:32:04,EARN,0.09589,0,EUR,0,USD
USDT,,2023-11-17 02:23:46,EARN,0.09589,0,EUR,0,USD
BTC,,2023-11-17 06:42:00,LOAN,0.24,8058.366082949308755760368663594470046083,EUR,,
USDT,,2023-11-17 06:42:22,CREDIT,8741.8248,8056.981382488479262672811059907834101503,EUR,,
BNB,,2023-11-17 06:42:22,EXCHANGE_FEE,-0.02668441,-6.042481744608294930875576036866359447,EUR,,
BTC,,2023-11-17 06:42:22,DEBIT,-0.24,-8058.366082949308755760368663594470046083,EUR,,
BTC,,2023-11-17 17:03:14,CREDIT,0.24,8065.008088235294117647058823529411764706,EUR,,
BNB,,2023-11-17 17:03:14,EXCHANGE_FEE,-0.02704667,-6.027827703676470588235294117647058824,EUR,,
USDT,,2023-11-17 17:03:14,DEBIT,-8811.0754155,-8105.865147654093836246550137994480218773,EUR,,
BTC,,2023-11-17 17:03:17,LOAN_REPAYMENT,-0.24,-8065.008088235294117647058823529411764706,EUR,,
BNB,,2023-11-17 17:24:54,LOAN_REPAYMENT,-0.00057877,-0.128786964154411764705882352941176471,EUR,,
USDT,,2023-11-18 03:15:38,EARN,0.09589,0,EUR,0,USD
USDT,,2023-11-19 03:15:55,EARN,0.09589,0,EUR,0,USD
SOL,,2023-11-19 22:13:00,LOAN,120,6711.19266055045871559633027522935779812,EUR,,
USDT,,2023-11-19 22:13:33,CREDIT,7314,6710.091743119266055045871559633027524412,EUR,,
BNB,,2023-11-19 22:13:33,EXCHANGE_FEE,-0.02235325,-5.033582763761467889908256880733944954,EUR,,
SOL,,2023-11-19 22:13:33,DEBIT,-120,-6711.19266055045871559633027522935779812,EUR,,
SOL,,2023-11-19 23:07:30,CREDIT,120,6820.18348623853211009174311926605504592,EUR,,
BNB,,2023-11-19 23:07:30,EXCHANGE_FEE,-0.022581,-5.102891669724770642201834862385321101,EUR,,
USDT,,2023-11-19 23:07:30,DEBIT,-7416,-6803.669724770642201834862385321100918928,EUR,,
SOL,,2023-11-19 23:07:32,LOAN_REPAYMENT,-120,-6820.18348623853211009174311926605504592,EUR,,
USDT,,2023-11-20 02:36:35,EARN,0.09589,0,EUR,0,USD
BNB,,2023-11-20 07:05:59,LOAN_REPAYMENT,-0.00044906,-0.101509786617781851512373968835930339,EUR,,
USDT,,2023-11-21 02:30:44,EARN,0.09589,0,EUR,0,USD
USDT,,2023-11-22 03:05:00,EARN,0.05479,0,EUR,0,USD
ATOM,,2023-11-22 06:47:00,LOAN,1000,7931.192660550458715596330275229357798,EUR,,
ATOM,,2023-11-22 06:51:19,LOAN_REPAYMENT,-1000,-7931.192660550458715596330275229357798,EUR,,
ATOM,,2023-11-22 06:52:02,CREDIT,0.0117254,0.092996406422018348623853211009174312,EUR,,
USDT,,2023-11-22 06:52:02,DEBIT,-0.10334248,-0.094809614678899082568807339449541284,EUR,,
ATOM,,2023-11-22 06:52:26,LOAN_REPAYMENT,-0.0117254,-0.092996406422018348623853211009174312,EUR,,
USDT,,2023-11-22 06:58:00,CREDIT,8636.78616,7923.65702752293577981651376146788991,EUR,,
ATOM,,2023-11-22 06:58:00,LOAN,1000,7935.779816513761467889908256880733945,EUR,,
USDT,,2023-11-22 06:58:00,EXCHANGE_FEE,-8.63678616,-7.92365702752293577981651376146788991,EUR,,
ATOM,,2023-11-22 06:58:00,DEBIT,-1000,-7935.779816513761467889908256880733945,EUR,,
USDT,,2023-11-22 09:45:06,CREDIT,8.63678616,7.916394280476626947754353803849679193,EUR,,
BNB,,2023-11-22 09:45:06,DEBIT,-0.02748825,-5.956459379010082493125572868927589368,EUR,,
ATOM,,2023-11-22 18:17:37,CREDIT,1000,8102.941176470588235294117647058823529,EUR,,
ATOM,,2023-11-22 18:17:37,EXCHANGE_FEE,-1,-8.102941176470588235294117647058823529,EUR,,
USDT,,2023-11-22 18:17:37,DEBIT,-8819.75272,-8106.390367647058823529411764705882351385,EUR,,
ATOM,,2023-11-22 18:17:40,LOAN_REPAYMENT,-899.226594,-7286.38019549999999999999999999999999963,EUR,,
ATOM,,2023-11-22 18:54:01,CREDIT,1.1526376,9.328101165441176470588235294117647059,EUR,,
USDT,,2023-11-22 18:54:01,DEBIT,-10.34233659,-9.505824071691176470588235294117647057,EUR,,
ATOM,,2023-11-22 18:54:30,LOAN_REPAYMENT,-100.9260436,-816.777402479779411764705882352941176465,EUR,,
ATOM,,2023-11-22 21:45:08,CREDIT,1,8.112029384756657483930211202938475666,EUR,,
BNB,,2023-11-22 21:45:08,DEBIT,-0.028125,-6.109762396694214876033057851239669421,EUR,,
USDT,,2023-11-23 02:21:58,EARN,0.05479,0,EUR,0,USD
USDT,,2023-11-24 03:04:37,EARN,0.05479,0,EUR,0,USD
USDT,,2023-11-24 07:45:38,CREDIT,8811,8.076076993583868010999083409715857012,EUR,,
BNB,,2023-11-24 07:45:38,EXCHANGE_FEE,-0.00002809,-0.006058274060494958753437213565536205,EUR,,
ATOM,,2023-11-24 07:45:38,DEBIT,-1,-8.076076993583868010999083409715857012,EUR,,
BTC,,2023-11-24 12:48:00,LOAN,0.45,15558.119505494505494505494505494505494505,EUR,,
USDT,,2023-11-24 12:48:17,CREDIT,16994.7,15562.91208791208791208791208791208791352,EUR,,
BTC,,2023-11-24 12:48:17,DEBIT,-0.45,-15558.119505494505494505494505494505494505,EUR,,
USDT,,2023-11-24 12:48:17,EXCHANGE_FEE,-16.9947,-15.562912087912087912087912087912087914,EUR,,
BTC,,2023-11-24 15:27:34,CREDIT,0.45,15751.94561243144424131627056672760511883,EUR,,
BTC,,2023-11-24 15:27:34,EXCHANGE_FEE,-0.00045,-15.751945612431444241316270566727605119,EUR,,
USDT,,2023-11-24 15:27:34,DEBIT,-17194.5,-15717.09323583180987202925045703839121669,EUR,,
BTC,,2023-11-24 15:27:37,LOAN_REPAYMENT,-0.44955,-15736.193666819012797074954296160877513711,EUR,,
USDT,,2023-11-24 15:45:06,CREDIT,16.9947,15.548673376029277218664226898444647758,EUR,,
BNB,,2023-11-24 15:45:06,DEBIT,-0.054252,-11.691727904849039341262580054894784995,EUR,,
BTC,,2023-11-24 15:53:02,CREDIT,0.0004528,15.819441316270566727605118829981718464,EUR,,
USDT,,2023-11-24 15:53:02,DEBIT,-17.62327375,-16.125134390996343692870201096892138942,EUR,,
BTC,,2023-11-24 15:53:53,LOAN_REPAYMENT,-0.0004528,-15.819441316270566727605118829981718464,EUR,,
BNB,,2023-11-24 18:45:08,DEBIT,-0.0548513,-11.639996877625570776255707762557077626,EUR,,
BTC,,2023-11-24 18:45:09,CREDIT,0.00045,15.483238356164383561643835616438356164,EUR,,
USDT,,2023-11-25 03:09:33,EARN,0.05479,0,EUR,0,USD
USDT,,2023-11-26 03:13:13,EARN,0.05479,0,EUR,0,USD
USDT,,2023-11-27 03:07:04,EARN,0.05479,0,EUR,0,USD
BTC,,2023-11-27 06:56:00,LOAN,0.44955,15318.381353424657534246575342465753424658,EUR,,
USDT,,2023-11-27 06:56:39,CREDIT,16782.3,15326.301369863013698630136986301369855964,EUR,,
BTC,,2023-11-27 06:56:39,DEBIT,-0.45,-15333.715068493150684931506849315068493151,EUR,,
USDT,,2023-11-27 06:56:39,EXCHANGE_FEE,-16.7823,-15.326301369863013698630136986301369856,EUR,,
USDT,,2023-11-27 09:45:09,CREDIT,16.7823,15.326301369863013698630136986301369856,EUR,,
BNB,,2023-11-27 09:45:09,DEBIT,-0.05487825,-11.474315376712328767123287671232876712,EUR,,
USDT,,2023-11-28 03:04:49,EARN,0.05479,0,EUR,0,USD
BTC,,2023-11-28 16:52:48,CREDIT,0.45,15516.262056414922656960873521383075523203,EUR,,
BTC,,2023-11-28 16:52:48,EXCHANGE_FEE,-0.00045,-15.516262056414922656960873521383075523,EUR,,
USDT,,2023-11-28 16:52:48,DEBIT,-17055,-15504.545454545454545454545454545454547005,EUR,,
BTC,,2023-11-28 16:52:51,LOAN_REPAYMENT,-0.40494194,-13962.633908162329390354868061874431301183,EUR,,
BTC,,2023-11-28 16:54:01,CREDIT,0.00002263,0.78029557852593266606005459508644222,EUR,,
USDT,,2023-11-28 16:54:01,DEBIT,-0.87438336,-0.794893963636363636363636363636363636,EUR,,
BTC,,2023-11-28 16:54:29,LOAN_REPAYMENT,-0.04463069,-1538.892181774704276615104640582347588717,EUR,,
BNB,,2023-11-28 19:45:08,DEBIT,-0.05537326,-11.625361492083712465878070973612374886,EUR,,
BTC,,2023-11-28 19:45:09,CREDIT,0.00045,15.646626933575978161965423111919927207,EUR,,
USDT,,2023-11-29 03:15:50,EARN,0.05479,0,EUR,0,USD
SOL,,2023-11-29 22:44:00,LOAN,100,5406.5633546034639927073837739288969918,EUR,,
USDT,,2023-11-29 22:45:20,CREDIT,1145.8692,1045.501094890510948905109489051094890411,EUR,,
USDT,,2023-11-29 22:45:20,EXCHANGE_FEE,-1.1458692,-1.04550109489051094890510948905109489,EUR,,
SOL,,2023-11-29 22:45:20,DEBIT,-19.32,-1045.324817518248175182481751824817518241,EUR,,
USDT,,2023-11-29 22:46:01,CREDIT,862.9605,787.372718978102189781021897810218978027,EUR,,
USDT,,2023-11-29 22:46:01,EXCHANGE_FEE,-0.8629605,-0.787372718978102189781021897810218978,EUR,,
SOL,,2023-11-29 22:46:01,DEBIT,-14.55,-787.239963503649635036496350364963503644,EUR,,
SOL,,2023-11-29 22:53:00,LOAN,0.18,9.718687329079307201458523245214220602,EUR,,
USDT,,2023-11-29 22:53:46,CREDIT,3925552,3578.443026435733819507748404740200548796,EUR,,
USDT,,2023-11-29 22:53:46,EXCHANGE_FEE,-3.925552,-3.578443026435733819507748404740200549,EUR,,
SOL,,2023-11-29 22:53:46,DEBIT,-66.31,-3580.256426618049225159525979945305378297,EUR,,
SOL,,2023-11-30 00:35:54,CREDIT,100.19,5446.975022789425706472196900638103919788,EUR,,
SOL,,2023-11-30 00:35:54,EXCHANGE_FEE,-0.10019,-5.44697502278942570647219690063810392,EUR,,
USDT,,2023-11-30 00:35:54,DEBIT,-5975.3316,-5446.975022789425706472196900638103922597,EUR,,
SOL,,2023-11-30 00:35:56,LOAN_REPAYMENT,-90.088002,-4897.76521356426618049225159525979945306,EUR,,
USDT,,2023-11-30 01:45:05,CREDIT,5.9343817,5.409646034639927073837739288969917961,EUR,,
BNB,,2023-11-30 01:45:05,DEBIT,-0.01958925,-4.05695688924339106654512306289881495,EUR,,
USDT,,2023-11-30 03:01:48,EARN,0.05479,0,EUR,0,USD
SOL,,2023-11-30 03:45:05,CREDIT,0.10019,5.53282607110300820419325432999088423,EUR,,
BNB,,2023-11-30 03:45:05,DEBIT,-0.01967231,-4.104644517684594348222424794895168642,EUR,,
SOL,,2023-11-30 07:48:21,LOAN_REPAYMENT,-10.09458678,-554.279550159597806215722120658135283364,EUR,,
SOL,,2023-11-30 10:36:00,LOAN,99.99258878,5484.025771093589743589743589743589743555,EUR,,
USDT,,2023-11-30 10:36:51,CREDIT,5985,5480.769230769230769230769230769230769735,EUR,,
USDT,,2023-11-30 10:36:51,EXCHANGE_FEE,-5985,-5.48076923076923076923076923076923077,EUR,,
SOL,,2023-11-30 10:36:51,DEBIT,-100,-5484.4322344322344322344322344322344322,EUR,,
USDT,,2023-11-30 11:04:53,CREDIT,16.955829,15.541548120989917506874427131072410632,EUR,,
BTC,,2023-11-30 11:04:53,DEBIT,-0.00045,-15.528016483516483516483516483516483516,EUR,,
USDT,,2023-11-30 11:04:53,EXCHANGE_FEE,-0.01695583,-0.015541549037580201649862511457378552,EUR,,
SOL,,2023-11-30 11:43:00,LOAN,55,3046.425297891842346471127406049495875335,EUR,,
USDT,,2023-11-30 11:43:58,CREDIT,3322,3044.912923923006416131989000916590284076,EUR,,
USDT,,2023-11-30 11:43:58,EXCHANGE_FEE,-3322,-3.044912923923006416131989000916590284,EUR,,
SOL,,2023-11-30 11:43:58,DEBIT,-55,-3046.425297891842346471127406049495875335,EUR,,
USDT,,2023-11-30 13:45:05,CREDIT,5985,5.48076923076923076923076923076923077,EUR,,
BNB,,2023-11-30 13:45:05,DEBIT,-0.01969425,-4.126414285714285714285714285714285714,EUR,,
USDT,,2023-12-01 03:09:33,EARN,0.05479,0,EUR,0,USD
USDT,,2023-12-01 04:00:25,CREDIT,3.33895583,3.063262229357798165137614678899082569,EUR,,
BNB,,2023-12-01 04:00:25,DEBIT,-0.010974,-2.308365798165137614678899082568807339,EUR,,
SOL,,2023-12-01 07:12:04,CREDIT,55,3082.01834862385321100917431192660550457,EUR,,
SOL,,2023-12-01 07:12:04,EXCHANGE_FEE,-55,-3.082018348623853211009174311926605505,EUR,,
USDT,,2023-12-01 07:12:04,DEBIT,-3362.7,-3085.045871559633027522935779816513762147,EUR,,
SOL,,2023-12-01 07:12:06,LOAN_REPAYMENT,-49.471857,-2772.239472990825688073394495412844036682,EUR,,
SOL,,2023-12-01 07:38:00,LOAN,44.526857,2489.17782624197983501374885426214482128,EUR,,
USDT,,2023-12-01 07:38:25,CREDIT,3050,2798.1651376146788990825688073394495419,EUR,,
USDT,,2023-12-01 07:38:25,EXCHANGE_FEE,-3.05,-2.798165137614678899082568807339449542,EUR,,
SOL,,2023-12-01 07:38:25,DEBIT,-50,-2795.1420714940421631530705774518790101,EUR,,
USDT,,2023-12-01 10:45:06,CREDIT,3.05,2.800734618916437098255280073461891643,EUR,,
SOL,,2023-12-01 10:45:06,CREDIT,55,3.093939393939393939393939393939393939,EUR,,
BNB,,2023-12-01 10:45:06,DEBIT,-0.02097788,-4.406510606060606060606060606060606061,EUR,,
SOL,,2023-12-01 17:09:00,LOAN,64945,3597.045680147058823529411764705882352922,EUR,,
USDT,,2023-12-01 17:09:41,CREDIT,3909.1,3592.922794117647058823529411764705881663,EUR,,
USDT,,2023-12-01 17:09:41,EXCHANGE_FEE,-3.9091,-3.592922794117647058823529411764705882,EUR,,
SOL,,2023-12-01 17:09:41,DEBIT,-65,-3600.091911764705882352941176470588235275,EUR,,
USDT,,2023-12-01 20:45:06,CREDIT,3.9091,3.592922794117647058823529411764705882,EUR,,
BNB,,2023-12-01 20:45:06,DEBIT,-0.01285575,-2.702070689338235294117647058823529412,EUR,,
USDT,,2023-12-02 03:05:15,EARN,0.05479,0,EUR,0,USD
SOL,,2023-12-02 07:02:55,CREDIT,215,12281.47977941176470588235294117647058821,EUR,,
SOL,,2023-12-02 07:02:55,EXCHANGE_FEE,-215,-12.281479779411764705882352941176470588,EUR,,
USDT,,2023-12-02 07:02:55,DEBIT,-13360.1,-12279.503676470588235294117647058823527054,EUR,,
SOL,,2023-12-02 07:02:58,LOAN_REPAYMENT,-214785,-12269.198299632352941176470588235294117622,EUR,,
SOL,,2023-12-02 07:04:03,CREDIT,0.26167696,14.947815316176470588235294117647058823,EUR,,
USDT,,2023-12-02 07:04:03,DEBIT,-16.573765,-15.233239889705882352941176470588235291,EUR,,
SOL,,2023-12-02 07:05:03,LOAN_REPAYMENT,-0.26167696,-15.03680472352941176470588235294117647,EUR,,
SOL,,2023-12-02 10:45:05,CREDIT,215,12.269623161764705882352941176470588235,EUR,,
BNB,,2023-12-02 10:45:05,DEBIT,-0.043602,-9.128367242647058823529411764705882353,EUR,,
USDT,,2023-12-03 02:38:57,EARN,0.05479,0,EUR,0,USD
USDT,,2023-12-04 02:34:01,EARN,0.05479,0,EUR,0,USD
USDT,,2023-12-05 03:17:18,EARN,0.09589,0,EUR,0,USD
USDT,,2023-12-05 07:08:00,EARN,108.74943418,0,EUR,0,USD
BNB,,2023-12-05 07:21:47,CREDIT,435,92.548059149722735674676524953789279113,EUR,,
BNB,,2023-12-05 07:21:47,EXCHANGE_FEE,-0.00032625,-0.069411044362292051756007393715341959,EUR,,
USDT,,2023-12-05 07:21:47,DEBIT,-100.05,-92.458405730129390018484288354898336408,EUR,,
BTC,,2023-12-06 14:31:00,LOAN,0.5,20441.302131603336422613531047265987025023,EUR,,
USDT,,2023-12-06 14:31:22,CREDIT,22067635,20451.932344763670064874884151992585719836,EUR,,
BTC,,2023-12-06 14:31:22,DEBIT,-0.5,-20441.302131603336422613531047265987025023,EUR,,
USDT,,2023-12-06 14:31:22,EXCHANGE_FEE,-22.067635,-20.45193234476367006487488415199258572,EUR,,
BTC,,2023-12-06 23:16:03,CREDIT,0.5,20303.746518105849582172701949860724233984,EUR,,
BTC,,2023-12-06 23:16:03,EXCHANGE_FEE,-0.0005,-20.303746518105849582172701949860724234,EUR,,
USDT,,2023-12-06 23:16:03,DEBIT,-21847.29,-20285.320334261838440111420612813370462807,EUR,,
BTC,,2023-12-06 23:16:05,LOAN_REPAYMENT,-0.4497674,-18263.926563415041782729805013927576601672,EUR,,
BTC,,2023-12-06 23:17:00,CREDIT,0.00052,21.115896378830083565459610027855153203,EUR,,
BTC,,2023-12-06 23:17:00,EXCHANGE_FEE,-0.00000052,-0.021115896378830083565459610027855153,EUR,,
USDT,,2023-12-06 23:17:00,DEBIT,-22.737728,-21.112096564531104921077065923862581233,EUR,,
BTC,,2023-12-06 23:17:03,LOAN_REPAYMENT,-0.00051948,-21.09478048245125348189415041782729805,EUR,,
BTC,,2023-12-06 23:17:11,LOAN_REPAYMENT,-0.04971957,-2018.987092538440111420612813370473537604,EUR,,
BTC,,2023-12-07 02:45:06,CREDIT,0.00050052,20.432811147632311977715877437325905292,EUR,,
BNB,,2023-12-07 02:45:06,DEBIT,-0.07135328,-15.359522968029739776951672862453531599,EUR,,
USDT,,2023-12-07 03:14:53,EARN,0.09589,0,EUR,0,USD
USDT,,2023-12-07 04:00:58,CREDIT,22.067635,20.508954460966542750929368029739776951,EUR,,
BNB,,2023-12-07 04:00:58,DEBIT,-0.071949,-15.569335650557620817843866171003717472,EUR,,
SOL,,2023-12-07 14:30:00,LOAN,59785,3548.833163265306122448979591836734693882,EUR,,
USDT,,2023-12-07 14:30:42,CREDIT,3840,3562.15213358070500927643784786641929472,EUR,,
USDT,,2023-12-07 14:30:42,EXCHANGE_FEE,-3.84,-3.562152133580705009276437847866419295,EUR,,
SOL,,2023-12-07 14:30:42,DEBIT,-60,-3561.59554730983302411873840445269016698,EUR,,
BTC,,2023-12-07 15:23:00,LOAN,0.19948645,8087.147373574211502782931354359925788497,EUR,,
USDT,,2023-12-07 15:23:04,CREDIT,8737998,8105.749536178107606679035250463821891777,EUR,,
